wl,CIE1931_x,CIE1931_y,CIE1931_z,CIE1964_x,CIE1964_y,CIE1964_z
692,0.0195998800,0.0070854240,0.0000000000,0.0172410000,0.0066975000,0.0000000000
693,0.0182373200,0.0065914760,0.0000000000,0.0160270000,0.0062251000,0.0000000000
694,0.0169871700,0.0061384850,0.0000000000,0.0148960000,0.0057850000,0.0000000000
695,0.0158400000,0.0057230000,0.0000000000,0.0138420000,0.0053751000,0.0000000000
696,0.0147906400,0.0053430590,0.0000000000,0.0128620000,0.0049941000,0.0000000000
697,0.0138313200,0.0049957960,0.0000000000,0.0119490000,0.0046392000,0.0000000000
698,0.0129486800,0.0046764040,0.0000000000,0.0111000000,0.0043093000,0.0000000000
699,0.0121292000,0.0043800750,0.0000000000,0.0103110000,0.0040028000,0.0000000000
700,0.0113591600,0.0041020000,0.0000000000,0.0095768800,0.0037177400,0.0000000000
701,0.0106293500,0.0038384530,0.0000000000,0.0088940000,0.0034526200,0.0000000000
702,0.0099388460,0.0035890990,0.0000000000,0.0082581000,0.0032058300,0.0000000000
703,0.0092884220,0.0033542190,0.0000000000,0.0076664000,0.0029762300,0.0000000000
704,0.0086788540,0.0031340930,0.0000000000,0.0071163000,0.0027628100,0.0000000000
705,0.0081109160,0.0029290000,0.0000000000,0.0066052000,0.0025645600,0.0000000000
706,0.0075823880,0.0027381390,0.0000000000,0.0061306000,0.0023804800,0.0000000000
707,0.0070887460,0.0025598760,0.0000000000,0.0056903000,0.0022097100,0.0000000000
708,0.0066273130,0.0023932440,0.0000000000,0.0052819000,0.0020513200,0.0000000000
709,0.0061954080,0.0022372750,0.0000000000,0.0049033000,0.0019044900,0.0000000000
710,0.0057903460,0.0020910000,0.0000000000,0.0045526300,0.0017684700,0.0000000000
711,0.0054098260,0.0019535870,0.0000000000,0.0042275000,0.0016423600,0.0000000000
712,0.0050525830,0.0018245800,0.0000000000,0.0039258000,0.0015253500,0.0000000000
713,0.0047175120,0.0017035800,0.0000000000,0.0036457000,0.0014167200,0.0000000000
714,0.0044035070,0.0015901870,0.0000000000,0.0033859000,0.0013159500,0.0000000000
715,0.0041094570,0.0014840000,0.0000000000,0.0031447000,0.0012223900,0.0000000000
716,0.0038339130,0.0013844960,0.0000000000,0.0029208000,0.0011355500,0.0000000000
717,0.0035757480,0.0012912680,0.0000000000,0.0027130000,0.0010549400,0.0000000000
718,0.0033343420,0.0012040920,0.0000000000,0.0025202000,0.0009801400,0.0000000000
719,0.0031090750,0.0011227440,0.0000000000,0.0023411000,0.0009106600,0.0000000000
720,0.0028993270,0.0010470000,0.0000000000,0.0021749600,0.0008461900,0.0000000000
721,0.0027043480,0.0009765896,0.0000000000,0.0020206000,0.0007862900,0.0000000000
722,0.0025230200,0.0009111088,0.0000000000,0.0018773000,0.0007306800,0.0000000000
723,0.0023541680,0.0008501332,0.0000000000,0.0017441000,0.0006789900,0.0000000000
724,0.0021966160,0.0007932384,0.0000000000,0.0016205000,0.0006310100,0.0000000000
725,0.0020491900,0.0007400000,0.0000000000,0.0015057000,0.0005864400,0.0000000000
726,0.0019109600,0.0006900827,0.0000000000,0.0013992000,0.0005451100,0.0000000000
727,0.0017814380,0.0006433100,0.0000000000,0.0013004000,0.0005067200,0.0000000000
728,0.0016601100,0.0005994960,0.0000000000,0.0012087000,0.0004711100,0.0000000000
729,0.0015464590,0.0005584547,0.0000000000,0.0011236000,0.0004380500,0.0000000000
730,0.0014399710,0.0005200000,0.0000000000,0.0010447600,0.0004074100,0.0000000000
731,0.0013400420,0.0004839136,0.0000000000,0.0009715600,0.0003789620,0.0000000000
732,0.0012462750,0.0004500528,0.0000000000,0.0009036000,0.0003525430,0.0000000000
733,0.0011584710,0.0004183452,0.0000000000,0.0008404800,0.0003280010,0.0000000000
734,0.0010764300,0.0003887184,0.0000000000,0.0007818700,0.0003052080,0.0000000000
735,0.0009999493,0.0003611000,0.0000000000,0.0007274500,0.0002840410,0.0000000000
736,0.0009287358,0.0003353835,0.0000000000,0.0006769000,0.0002643750,0.0000000000
737,0.0008624332,0.0003114404,0.0000000000,0.0006299600,0.0002461090,0.0000000000
738,0.0008007503,0.0002891656,0.0000000000,0.0005863700,0.0002291430,0.0000000000
739,0.0007433960,0.0002684539,0.0000000000,0.0005458700,0.0002133760,0.0000000000
740,0.0006900786,0.0002492000,0.0000000000,0.0005082580,0.0001987300,0.0000000000
741,0.0006405156,0.0002313019,0.0000000000,0.0004733000,0.0001851150,0.0000000000
742,0.0005945021,0.0002146856,0.0000000000,0.0004408000,0.0001724540,0.0000000000
743,0.0005518646,0.0001992884,0.0000000000,0.0004105800,0.0001606780,0.0000000000
744,0.0005124290,0.0001850475,0.0000000000,0.0003824900,0.0001497300,0.0000000000
745,0.0004760213,0.0001719000,0.0000000000,0.0003563800,0.0001395500,0.0000000000
746,0.0004424536,0.0001597781,0.0000000000,0.0003321100,0.0001300860,0.0000000000
747,0.0004115117,0.0001486044,0.0000000000,0.0003095500,0.0001212900,0.0000000000
748,0.0003829814,0.0001383016,0.0000000000,0.0002885800,0.0001131060,0.0000000000
749,0.0003566491,0.0001287925,0.0000000000,0.0002690900,0.0001055010,0.0000000000
750,0.0003323011,0.0001200000,0.0000000000,0.0002509690,0.0000984280,0.0000000000
751,0.0003097586,0.0001118595,0.0000000000,0.0002341300,0.0000918530,0.0000000000
752,0.0002888871,0.0001043224,0.0000000000,0.0002184700,0.0000857380,0.0000000000
753,0.0002695394,0.0000973356,0.0000000000,0.0002039100,0.0000800480,0.0000000000
754,0.0002515682,0.0000908459,0.0000000000,0.0001903500,0.0000747510,0.0000000000
755,0.0002348261,0.0000848000,0.0000000000,0.0001777300,0.0000698190,0.0000000000
756,0.0002191710,0.0000791467,0.0000000000,0.0001659700,0.0000652220,0.0000000000
757,0.0002045258,0.0000738580,0.0000000000,0.0001550200,0.0000609390,0.0000000000
758,0.0001908405,0.0000689160,0.0000000000,0.0001448000,0.0000569420,0.0000000000
759,0.0001780654,0.0000643027,0.0000000000,0.0001352800,0.0000532170,0.0000000000
760,0.0001661505,0.0000600000,0.0000000000,0.0001263900,0.0000497370,0.0000000000
761,0.0001550236,0.0000559819,0.0000000000,0.0001181000,0.0000464910,0.0000000000
762,0.0001446219,0.0000522256,0.0000000000,0.0001103700,0.0000434640,0.0000000000
763,0.0001349098,0.0000487184,0.0000000000,0.0001031500,0.0000406350,0.0000000000
764,0.0001258520,0.0000454475,0.0000000000,0.0000964270,0.0000380000,0.0000000000
765,0.0001174130,0.0000424000,0.0000000000,0.0000901510,0.0000355405,0.0000000000
766,0.0001095515,0.0000395610,0.0000000000,0.0000842940,0.0000332448,0.0000000000
767,0.0001022245,0.0000369151,0.0000000000,0.0000788300,0.0000311006,0.0000000000
768,0.0000953945,0.0000344487,0.0000000000,0.0000737290,0.0000290990,0.0000000000
769,0.0000890239,0.0000321482,0.0000000000,0.0000689690,0.0000272307,0.0000000000
770,0.0000830753,0.0000300000,0.0000000000,0.0000645258,0.0000254860,0.0000000000
771,0.0000775127,0.0000279913,0.0000000000,0.0000603760,0.0000238561,0.0000000000
772,0.0000723130,0.0000261136,0.0000000000,0.0000565000,0.0000223332,0.0000000000
773,0.0000674578,0.0000243602,0.0000000000,0.0000528800,0.0000209104,0.0000000000
774,0.0000629284,0.0000227246,0.0000000000,0.0000494980,0.0000195808,0.0000000000
775,0.0000587065,0.0000212000,0.0000000000,0.0000463390,0.0000183384,0.0000000000
776,0.0000547703,0.0000197786,0.0000000000,0.0000433890,0.0000171777,0.0000000000
777,0.0000510992,0.0000184529,0.0000000000,0.0000406340,0.0000160934,0.0000000000
778,0.0000476765,0.0000172169,0.0000000000,0.0000380600,0.0000150800,0.0000000000
779,0.0000444857,0.0000160646,0.0000000000,0.0000356570,0.0000141336,0.0000000000
780,0.0000415099,0.0000149900,0.0000000000,0.0000334117,0.0000132490,0.0000000000
