wl,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm
451,6.259320257154828e-5,0.214162145627959,0.584245370295013,6.785214603215123e-4,3.305053066374969e-9,4.444491488523623e-16,1.4649061566244267e-27,4.5041363729189744e-42,2.5276639774809776e-65,2.5408509861173383e-88,5.14373779195217e-120,1.733899898984613e-161,9.157359857437015e-174,1.3265232811955676e-218
452,4.07608365349904e-5,0.17474185743483722,0.652790486079677,0.001084867689767937,7.942352136822409e-9,1.3597399744416455e-15,5.456333588810828e-27,1.7718794006412523e-41,1.0092388651252783e-64,1.0157378195444738e-87,2.0572194493695985e-119,6.935541181278352e-161,3.6628969435967315e-173,5.306083480334866e-218
453,2.4180099212658368e-5,0.13947019642773595,0.7210079167168346,0.0016559511890536056,1.5271104674082364e-8,2.8529582256047475e-15,1.2076891942685016e-26,3.9719567853446587e-41,2.2698793016284094e-64,2.2851110831713477e-87,4.628607101146372e-119,1.5604938627679783e-160,8.241494831377912e-173,1.1938683048916381e-217
454,1.3046187926884229e-5,0.10973822361375646,0.7833502315693281,0.0023815144588928494,2.5250318140894875e-8,4.921109651178566e-15,2.1323480864372806e-26,7.05040918669871e-41,4.03467168675436e-64,4.062200079865481e-87,8.228534647148763e-119,2.774209173498747e-160,1.4651529299906058e-172,2.1224321913338595e-217
455,7.5543e-6,0.086937,0.83427,0.0032513,3.7839e-8,7.5612e-15,3.3193e-26,1.1007e-40,6.303599999999999e-64,6.346999999999999e-87,1.2857e-118,4.3346999999999995e-160,2.2892999999999998e-172,3.3162999999999997e-217
456,5.177876316949291e-6,0.06894718471847558,0.8792559050713867,0.004621158528072273,7.873373872582855e-8,2.577712880176552e-14,3.617406172303366e-25,4.863856534058867e-39,2.47304911180449e-61,7.761453081014165e-84,7.041670490350671e-115,3.661736435649737e-155,1.3148297360872374e-167,1.3364043092999083e-211
457,3.268910318842159e-6,0.05299842856896021,0.9238256932053102,0.006809370571841762,1.7294395392608794e-7,7.443926433322751e-14,1.320376190741443e-24,1.9035079828364115e-38,9.868102802288905e-61,3.1021564978508123e-83,2.8161771515024757e-114,1.4646780072526398e-154,5.259231517915273e-167,5.3456045708240045e-211
458,1.840428162260381e-6,0.039505280060207044,0.96247552880354,0.009749323351575115,3.19397899763433e-7,1.5334431546380676e-13,2.908128655637381e-24,4.262040285563993e-38,2.2191253376871077e-60,6.978648913549501e-83,6.336155157452351e-114,3.2955172830378176e-154,1.1833227588899691e-166,1.2027604004218147e-210
459,9.054560037857338e-7,0.028882287700969247,0.9897015762678467,0.013374404087538977,5.170238304005187e-7,2.6228899106292404e-13,5.1240269470222136e-24,7.561648858861048e-38,3.9442289540968833e-60,1.2405603199498793e-82,1.126409734693482e-113,5.85869132819533e-154,2.103681729945607e-166,2.1382402512828197e-210
460,4.7702e-7,0.021544,1,0.017618,7.6475e-7,4.0107e-13,7.9671e-24,1.1802e-37,6.1621e-60,1.9383e-82,1.76e-113,9.154199999999999e-154,3.2869999999999997e-166,3.3409999999999995e-210
461,3.217519777733731e-7,0.016333913325906856,0.9941799710319855,0.02359190878821888,1.4282716650970056e-6,1.1721345346733701e-12,6.87963357733988e-23,3.997887940034926e-36,1.7938246999069793e-57,1.799400382762922e-79,7.407486733404692e-110,5.758119182754078e-149,1.4571626953580566e-161,1.0328043413977037e-204
462,1.980273824169452e-7,0.011877319020421264,0.9784239130959566,0.032244027275698466,2.86018214672914e-6,3.170983109745076e-12,2.448165192256257e-22,1.5540895685814967e-35,7.15174631845994e-57,7.190196702896063e-79,2.9623225014416693e-109,2.3032126862470985e-148,5.828525253699395e-161,4.131204604873477e-204
463,1.064877981738307e-7,0.008261458051982248,0.9552878696439349,0.043261891369068606,5.039756795812772e-6,6.3869924174800984e-12,5.357953747911532e-22,3.4743467461577545e-35,1.6079720427059417e-56,1.6174268151647745e-78,6.664892392872634e-109,5.182211156761086e-148,1.3114119612361706e-160,9.295204034050399e-204
464,4.77748092871441e-8,0.005573571389028822,0.9273278841279421,0.056333036974959165,7.946270963264267e-6,1.0809539150143414e-11,9.415006269044536e-22,6.160202749156007e-35,2.8577540497105926e-56,2.8751555620266286e-78,1.1848453256202405e-108,9.212807028463382e-148,2.3313944838682675e-160,1.652480253155155e-203
465,2.253e-8,0.0039009,0.8971,0.071145,1.1559e-5,1.6428e-11,1.4616999999999998e-21,9.611299999999999e-35,4.4645e-56,4.4922e-78,1.8512999999999997e-108,1.4395e-147,3.6428e-160,2.582e-203
466,1.5007556982876973e-8,0.002848076573768078,0.8564268374951254,0.09003119355542208,1.9687783929263446e-5,4.1809209011245014e-11,1.009260341121525e-20,2.502756366766457e-33,9.64733839806518e-54,3.166241197562994e-75,5.9880053458841185e-105,6.742587414863726e-143,1.2464873168107812e-155,6.122833551329618e-198
467,9.049538636232796e-9,0.001970217836408452,0.7999010952252676,0.11482832022207512,3.595907788177037e-5,1.0524265486668518e-10,3.480229942356796e-20,9.644075396112476e-33,3.8418716741743795e-53,1.2647803464313097e-74,2.3944950781093926e-104,2.6969799490694123e-142,4.985810151908562e-155,2.4491235587592548e-197
468,4.679336798150133e-9,0.0012802908121647871,0.7342339342078471,0.14447885011101713,6.007707986964557e-5,2.0630169621650284e-10,7.554837373031305e-20,2.1517161442075262e-32,8.63572838863898e-53,2.84490420122817e-74,5.3872634063361655e-104,6.068177543909266e-142,1.1218003899800953e-154,5.510523117619066e-197
469,1.920343306711646e-9,7.912625252807478e-4,0.6661365154602844,0.1779252533333061,9.174598790501384e-5,3.445596917108802e-10,1.3228841202470545e-19,3.8119105858692046e-32,1.5346154368735718e-52,5.056981985350021e-74,9.577100165041958e-104,1.078785105216608e-141,1.9943067526995566e-154,9.796481956452583e-197
470,7.9595e-10,5.161e-4,0.60232,0.21411,1.3067e-4,5.1959e-10,2.0498e-19,5.944699999999999e-32,2.3972999999999997e-52,7.901e-74,1.4964e-103,1.6855999999999997e-141,3.1161e-154,1.5307e-196
471,5.250943793901172e-10,3.654127938190042e-4,0.5405290918917297,0.25626471352856284,2.056601022107686e-4,1.1697953801628511e-9,1.1441252449913738e-18,1.1942588285843786e-30,3.847457545933388e-50,4.2286735380953655e-71,3.7199442391717764e-100,5.87941945709563e-137,8.230404754927138e-150,2.7844198903455516e-191
472,3.115415401551531e-10,2.4207882513447047e-4,0.4762880878481953,0.30657765047458957,3.436579504777018e-4,2.725093439404691e-9,3.796312665317923e-18,4.5501167264071366e-30,1.5298205711097735e-49,1.688451059400972e-70,1.4874061809964729e-99,2.3517033600248773e-136,3.29204290079828e-149,1.1137621097399509e-190
473,1.559247112251306e-10,1.4746765954043467e-4,0.4129775378587961,0.3624262306563349,5.415637476392508e-4,5.172329808565105e-9,8.155629463148787e-18,1.0125224009937706e-29,3.437541430329539e-49,3.79751712808764e-70,3.3463805821171793e-99,5.29130054388541e-136,7.407037552757491e-149,2.505961848208069e-190
474,5.887712153007196e-11,8.294886263093257e-5,0.3539779919129312,0.4211878738920534,7.962776965338664e-4,8.498350118483679e-9,1.4216162840653096e-17,1.791778399564552e-29,6.1078280130328705e-49,6.750041471182873e-70,5.948913298158589e-99,9.406732942230627e-136,1.3168023547211134e-148,4.45504115983079e-190
475,2.1032e-11,4.9892e-5,0.30267,0.48024,0.0011047,1.269e-8,2.1972e-17,2.7926e-29,9.5406e-49,1.0546e-69,9.295000000000001e-99,1.4698e-135,2.0575e-148,6.960999999999999e-190
476,1.3772606596502009e-11,3.4472859267325056e-5,0.2570285738452968,0.5432735114622497,0.001623124239234137,2.5659519546699203e-8,1.004014926688452e-16,4.3479892137811025e-28,1.1380632363121158e-46,4.2869126251032974e-67,1.7758476727624422e-95,3.8173513600999364e-131,4.1946672520339195e-144,9.713690453578799e-185
477,8.068541154591606e-12,2.2023110154338202e-5,0.21379455941588793,0.6122527254065746,0.002494076859664759,5.512046278698354e-8,3.1806777626534617e-16,1.6326251899913295e-27,4.5157900994371165e-46,1.710736283419935e-66,7.099840694817121e-95,1.5268843690889378e-130,1.6777883266445113e-143,3.8854495943553323e-184
478,3.932542414430195e-12,1.2646141407688816e-5,0.17449725806383068,0.6819651836197748,0.0036938073604783133,1.0076164625391828e-7,6.743421135274245e-16,3.620562397915493e-27,1.014240158440606e-45,3.8471575130743757e-66,1.597288168049058e-94,3.4354619133628854e-130,3.774984795483934e-143,8.742248405073845e-184
479,1.3773491161791882e-12,6.445341774026293e-6,0.14066597114118226,0.7471984278886499,0.005198565240861245,1.622718864805687e-7,1.168595767193002e-15,6.3977681372264376e-27,1.8017578086250003e-45,6.837922801819211e-66,2.8394943744109357e-94,6.1074672849578885e-130,6.7110555478822375e-143,1.5541765274594908e-183
480,4.157e-13,3.5241e-6,0.11383,0.80274,0.0069846,2.3934e-7,1.8002e-15,9.963400000000001e-27,2.8140999999999997e-45,1.0682999999999999e-65,4.4365999999999996e-94,9.5429e-130,1.0485999999999998e-142,2.4284e-183
481,2.7068590911204026e-13,2.3890747256938765e-6,0.09194987624341806,0.8545883199753732,0.009649626670394854,4.407374954238687e-7,6.831832155906004e-15,1.2092438576028178e-25,2.497361501668549e-43,3.29909060413941e-63,6.514964339127854e-91,1.8456042433394585e-125,1.6500962037841105e-138,2.5993915553271087e-178
482,1.570324814435075e-13,1.4817356914716797e-6,0.0723122840899704,0.907425459972295,0.013718908373289984,8.716908994593938e-7,2.0492604535769592e-14,4.456883443346093e-25,9.88189993930399e-43,1.3155551825494616e-62,2.6042912888056745e-90,7.382052249103668e-125,6.599984364379044e-138,1.0397473470309026e-177
483,7.493064921895464e-14,8.076882944025448e-7,0.05543575381481369,0.9540644399815299,0.01906001674098769,1.5265715557829845e-6,4.2731540837680167e-14,9.839554700287957e-25,2.2180814026105152e-42,2.9579740944780117e-62,5.858815390742171e-90,1.660943630479815e-124,1.4849766367081923e-137,2.3394269321227384e-177
484,2.4571344662934547e-14,3.7253793155560606e-7,0.04183881569310466,0.9873182799938434,0.025540523405790265,2.3997508080710506e-6,7.349766475972717e-14,1.735425957148655e-24,3.939316147527087e-42,5.257133224271042e-62,1.0415055905785784e-89,2.952775326892842e-124,2.6399439237189864e-137,4.158977840036382e-177
485,6.1455e-15,1.8189e-7,0.03204,1,0.033028,3.4856e-6,1.1274e-13,2.6998000000000003e-24,6.1518e-42,8.213e-62,1.6273000000000003e-89,4.613699999999999e-124,4.1249e-137,6.4984e-177
486,3.984599954917553e-15,1.215199377331845e-7,0.02476165583910521,0.9962179668547463,0.043092843921890236,5.91820881103163e-6,3.609855734918435e-13,2.5727581948484293e-23,4.067014653759307e-40,1.9273587579330285e-59,1.8367542917055975e-86,6.644600679930936e-120,5.010535791475043e-133,5.336084442125959e-172
487,2.2942628346014318e-15,7.361248146382882e-8,0.018465644781815952,0.9857895005642388,0.05703722924205381,1.0783592901525058e-5,1.016694981917032e-12,9.261548278287005e-23,1.603297031731763e-39,7.67806070210942e-59,7.340802128124095e-86,2.6576639388466e-119,2.004056790078052e-132,2.134408956672473e-171
488,1.0766212368265352e-15,3.83869763278809e-8,0.013279765804974086,0.9700910508463582,0.07432639260127226,1.8004012586502667e-5,2.076717603596299e-12,2.0328251264301366e-22,3.59573258539963e-39,1.72600684673193e-58,1.6513723738689788e-85,5.979656230503561e-119,4.5090497110348476e-132,4.80240784638605e-171
489,3.3380775936775816e-16,1.606276746128867e-8,0.009331817885421475,0.950499067418985,0.09442557064032714,2.7501728180986856e-5,3.5379028168503776e-12,3.5764768166877146e-22,6.383802212711666e-39,3.0673131688352783e-58,2.9355472052836987e-85,1.063043542390701e-118,8.016031171261095e-132,8.537604923959754e-171
490,6.7955e-17,6.8592e-9,0.0067496,0.92839,0.1168,3.9199e-5,5.3971e-12,5.5563e-22,9.9673e-39,4.7917e-58,4.5865999999999994e-85,1.6609999999999996e-118,1.2524999999999998e-131,1.3339999999999998e-170
491,4.3918205991319256e-17,4.532148815956687e-9,0.005021556373352745,0.8935180661449917,0.14419728074289545,6.200915276698238e-5,1.4825363381127433e-11,4.194158962196716e-21,4.9173583277650455e-37,8.548701277622483e-56,3.9795591630171424e-82,1.781296252948177e-114,1.1742826884805359e-127,8.402973344522571e-166
492,2.51427412506984e-17,2.6953969038551177e-9,0.003566156971348599,0.8398231498455722,0.17867568154839547,1.0435253425740503e-4,3.889702259033713e-11,1.465915501095345e-20,1.9288568344542486e-36,3.4011762127985185e-55,1.5900719436802608e-81,7.124550187363398e-114,4.6966524358961355e-127,3.3611383865639563e-165
493,1.164637851441792e-17,1.3551515837752037e-9,0.0024062393826680788,0.7749602004736567,0.21866644198244778,1.654119393643365e-4,7.746384010898312e-11,3.193402357861182e-20,4.3209968397437404e-36,7.643563913953666e-55,3.57679347690795e-81,1.602992243530453e-113,1.0567230939071469e-126,7.5625361074495265e-165
494,3.4468905187582886e-18,5.176201757968605e-10,0.0015646411959917058,0.7065841674011607,0.262600801611,2.4437016298084534e-4,1.3037757841841942e-10,5.600217009751346e-20,7.667822383355485e-36,1.3581887190072542e-54,6.358107250757092e-81,2.849740752883044e-113,1.8786014644831205e-126,1.3444490108223398e-164
495,5.6205e-19,1.8901e-10,0.0010642,0.64235,0.30891,3.4041e-4,1.9749e-10,8.6847e-20,1.1969e-35,2.1215999999999997e-54,9.934e-81,4.4527e-113,2.9353e-126,2.1006999999999997e-164
496,3.6235933675188414e-19,1.238524327770814e-10,7.668726277349194e-4,0.5797252728242956,0.3608752224251153,5.058909316482184e-4,4.733947950054991e-10,5.248751690492303e-19,4.416595078551987e-34,2.879183983398326e-52,6.626506759328316e-78,3.5559797178127423e-109,2.1243412699978717e-122,1.0150272970316383e-159
497,2.0654613611261726e-19,7.262565794662125e-11,5.213728885117995e-4,0.5135645202027126,0.4205216301258984,7.893745045228547e-4,1.1492499641627721e-9,1.7687844590616196e-18,1.7209078725679184e-33,1.143569295951924e-51,2.6468087104606714e-77,1.422221707490618e-108,8.496244115773669e-122,4.060028953469665e-159
498,9.472097709740821e-20,3.545720672762038e-11,3.306738354212199e-4,0.44760313116898187,0.48439642661412374,0.001184346611573382,2.219753735817296e-9,3.815994964549395e-18,3.849314083353039e-33,2.5690096343940984e-51,5.953438767022096e-77,3.1999142681093244e-108,1.911599373855053e-121,9.135025364191871e-159
499,2.6994438721466227e-20,1.2474610339079682e-11,1.9774852155376012e-4,0.3855764947568341,0.5490468154015662,0.0016842931457492726,3.6796043383145458e-9,6.6639267800247795e-18,6.826478129425439e-33,4.564174755224181e-51,1.0582512109055682e-76,5.688674187618687e-108,3.3983581809551597e-121,1.6240015917076047e-158
500,3.4771e-21,3.8054e-12,1.2557e-4,0.33122,0.61102,0.0022827,5.5235e-9,1.031e-17,1.0652e-32,7.129e-51,1.6534e-76,8.888499999999999e-108,5.3099e-121,2.5374999999999998e-158
501,2.2376135540105274e-21,2.478149018638634e-12,8.81509058894606e-5,0.2824952240485102,0.6749167881737307,0.00320670637991263,1.1749020738593061e-8,5.0518093151148123e-17,2.949146871384124e-31,7.3642830725687e-49,8.47988159148584e-74,5.285957230437088e-104,2.9663297083189843e-117,9.405929731377959e-154
502,1.2712552890218578e-21,1.4376786655345121e-12,5.7710446908442167e-5,0.23601962524705078,0.7430447841117667,0.004661652365412328,2.6261341094905528e-8,1.628511387089693e-16,1.1389665004801606e-30,2.9184822012658886e-48,3.385638019175366e-73,2.1140431794318847e-103,1.1863291033391266e-116,3.762274974436615e-153
503,5.785391470279246e-22,6.858921031110736e-13,3.453153498269344e-5,0.19351241442133624,0.8085113859629371,0.0066083251609557105,4.8916551081921466e-8,3.4700513769121646e-16,2.5424517702527026e-30,6.553073541646472e-48,7.614555159627855e-73,4.756428328298206e-103,2.669139990030405e-116,8.465070639166534e-153
504,1.599790700226607e-22,2.2469249379175722e-13,1.8897082037963153e-5,0.15669280239708114,0.8644239918760718,0.009007511970999395,7.957074071262493e-8,6.026760911156423e-16,4.505014826683496e-30,1.163998518801804e-47,1.353469176005356e-72,8.455748243776352e-103,4.745064124414454e-116,1.5048979227597637e-152
505,1.6089e-23,5.5983e-14,1.109e-5,0.12728,0.90389,0.01182,1.1808e-7,9.2956e-16,7.0263e-30,1.8179e-47,2.1145999999999998e-72,1.3212e-102,7.414099999999999e-116,2.3514e-152
506,1.0339476128960364e-23,3.628992424771331e-14,7.6232349478938476e-6,0.10314136375114566,0.9324103521785182,0.015761193275578345,2.2642646039590745e-7,3.746548596031977e-15,1.4654185092323889e-28,1.4309129360824806e-45,8.34027334142662e-70,5.851320129670383e-99,3.197203025507265e-112,6.6859055474274e-148
507,5.8595988669403986e-24,2.088458180733776e-14,4.834336374877514e-6,0.08139456402334413,0.9585612462008329,0.021454098578777503,4.6471359224367575e-7,1.1454636523751642e-14,5.593312675595145e-28,5.654215655429849e-45,3.3280333930536394e-69,2.3400230975006988e-98,1.2785980729172513e-111,2.674272408976279e-147
508,2.6511521404402484e-24,9.787654243105564e-15,2.743121327914255e-6,0.0626342824199698,0.9800629641338886,0.02872090724418749,8.299794938934902e-7,2.402667415345532e-14,1.245160278734171e-27,1.2687533506735977e-44,7.484071624893284e-69,5.2648010235508404e-98,2.8767053484084134e-111,6.017068391438448e-147
509,7.159198759600662e-25,3.0198231192489063e-15,1.3694068539673321e-6,0.047455200544396975,0.9946357880446296,0.037383810606398324,1.3192622636955367e-6,4.143551185543933e-14,2.203794613272551e-27,2.2530312838694734e-44,1.3302080877821951e-68,9.359461441067318e-98,5.11404002533305e-111,1.0696977816867075e-146
510,5.5686e-26,6.0177e-16,7.3301e-7,0.036452,1,0.047265,1.9296e-6,6.3654e-14,3.435e-27,3.5182e-44,2.0782e-68,1.4623999999999999e-97,7.9906e-111,1.6713999999999997e-146
511,3.5749207921115365e-26,3.8876291937416923e-16,4.955515224858055e-7,0.028232151542598654,0.989189095141493,0.05996018484414494,3.3831000077832158e-6,2.1444283409186695e-13,5.425173675306661e-26,2.1126134659285523e-42,6.305000005390809e-66,4.823103958062184e-94,2.6599179066541358e-107,3.645737186561043e-142
512,2.0221997603301578e-26,2.223913327636585e-16,3.061234414451556e-7,0.02110601784101706,0.960663285424479,0.07678027910744228,6.373142520542766e-6,6.163572260884636e-13,2.038909148722833e-25,8.316081969955006e-42,2.5140631711765e-65,1.9286826641045e-93,1.0636620096931729e-106,1.4582310367143125e-141
513,9.108999324930106e-27,1.0281893646606324e-16,1.6574969916160312e-7,0.01522261836813614,0.9202829281367185,0.09712028094866715,1.0853675029410708e-5,1.2675618010391268e-12,4.522382246149667e-25,1.8644516541017184e-41,5.652707621544379e-65,4.339258230499672e-93,2.3930882957882253e-106,3.2809881810444684e-141
514,2.4148433643724298e-27,3.020942677897872e-17,7.545423791870037e-8,0.010730972596836811,0.873908380565972,0.12037518852659465,1.67786450255191e-5,2.166221183993193e-12,7.991793562384333e-25,3.3096846208052905e-41,1.0046373261274835e-64,7.714032280596565e-93,4.2542683816555185e-106,5.832844664516414e-141
515,1.4416e-28,4.7265e-18,3.6261e-8,0.0077801,0.8274,0.14594,2.4102e-5,3.3105e-12,1.2446e-24,5.1672e-41,1.5695e-64,1.2053e-92,6.6471999999999995e-106,9.113799999999999e-141
516,9.247586545272556e-29,3.0458391098832025e-18,2.4197485078533464e-8,0.005795784671864732,0.7754425994861908,0.17627289742682273,3.910834676025428e-5,9.484685703039798e-12,1.4986851864738814e-23,2.3709220591294406e-39,3.6638706458182317e-62,2.960449226450912e-89,1.7081034090422234e-102,1.5249984275285851e-136
517,5.223673014533484e-29,1.7346262005221952e-18,1.463468983009857e-8,0.004122425437968504,0.7124576120197696,0.21319817691158513,6.775312432790943e-5,2.5411665020059848e-11,5.519682483831678e-23,9.286351846751464e-39,1.4595542832744974e-61,1.1837190339798824e-88,6.829875141531213e-102,6.099645615010566e-136
518,2.345157611158134e-29,7.938062362195861e-19,7.611802042396949e-9,0.0027869638681399097,0.6439103248102532,0.2551600076829361,1.0949652851543744e-4,5.0997501485560005e-11,1.2183321187952539e-22,2.079638940480877e-38,3.28102576967626e-61,2.663138895992128e-88,1.536596105749909e-101,1.3724030043928253e-135
519,6.129385385218534e-30,2.243241812779845e-19,3.1680095031302106e-9,0.0018163415322075428,0.5752660250671578,0.3006025589695247,1.637987551353103e-4,8.614825863404011e-11,2.14854705947156e-22,3.689946277524405e-38,5.830756137385349e-61,4.734300540669582e-88,2.7316342296977978e-101,2.439814905776396e-135
520,2.7914e-31,2.7125e-20,1.3425e-9,0.0012375,0.51199,0.34797,2.3012e-4,1.3077e-10,3.3422e-22,5.7594e-38,9.1087e-61,7.3972e-88,4.2681e-101,3.8122e-135
521,1.7895892679972268e-31,1.7447691617075352e-20,8.86901640307214e-10,8.923401479450871e-4,0.45211476726578415,0.40001817922988436,3.489787811876341e-4,3.243397326847986e-10,3.0949581737134664e-21,2.023569290714824e-36,1.6366735109587428e-58,1.3531630654765632e-84,8.466743837305219e-98,4.893295367609372e-131
522,1.0098179647347925e-31,9.903932065597805e-21,5.274594279153439e-10,6.07153172317982e-4,0.3918864521885729,0.4584490069152912,5.580865604533959e-4,8.039772924709561e-10,1.1104757611102342e-20,7.874348417945395e-36,6.511908342298708e-58,5.409825115584411e-84,3.385067597315788e-97,1.9571725429435864e-130
523,4.5221632747374477e-32,4.497700705582584e-21,2.652864953698668e-10,3.854661227183331e-4,0.33409075347846956,0.520125744985756,8.526929491253404e-4,1.5660529859147143e-9,2.435256596163448e-20,1.7608180499818552e-35,1.4634549898159304e-57,1.2170701520953979e-83,7.615594343035794e-97,4.403566029545767e-130
524,1.1691459347513162e-32,1.2329768970449113e-21,1.0149597521625962e-10,2.308060487457896e-4,0.2815133698455775,0.5819116553708139,0.001228047558531523,2.6069371195723155e-9,4.282733087477774e-20,3.122331465446114e-35,2.600433488267994e-57,2.16357679322157e-83,1.3538242513170533e-96,7.828508885565297e-130
525,4.043e-34,1.1373999999999999e-22,3.7201e-11,1.467e-4,0.23694,0.64067,0.0016794,3.923e-9,6.6518e-20,4.8718e-35,4.0621e-57,3.3805000000000005e-83,2.1153e-96,1.2232e-129
526,2.590872385337602e-34,7.306259941250732e-23,2.4387207346351233e-11,1.030034034918193e-4,0.19824946152773723,0.7004473941458427,0.0023979843778364394,8.574009721778874e-9,4.788328056563904e-19,1.314262614318433e-33,5.6211710029116536e-55,4.606001188788558e-80,3.2396275684256653e-93,1.204478946358115e-125
527,1.460805303661833e-34,4.1372524189651776e-23,1.431383231796631e-11,6.744463399449364e-5,0.16224242064147443,0.7633710035642135,0.0035573716599785477,1.9551578338138854e-8,1.66172777243187e-18,5.071042470178864e-33,2.232955814783284e-54,1.8411084789552127e-79,1.2950432196303883e-92,4.817448593095864e-125
528,6.529400193172621e-35,1.8682000260542585e-23,7.004403616405768e-12,4.0360162751258325e-5,0.13008734899134303,0.823424915909663,0.005126316753202437,3.6749842093609394e-8,3.613013536379154e-18,1.1317578218880077e-32,5.016460819129821e-54,4.1418519995921416e-79,2.913446915996927e-92,1.083902769465456e-124
529,1.6741779664846158e-35,5.0032535542889206e-24,2.4824499432301484e-12,2.2086461005348687e-5,0.10295271822747437,0.8745932188367417,0.007073574564284217,6.006293723271997e-8,6.330500733550958e-18,2.0052390511720863e-32,8.912514688984239e-54,7.362819550152713e-79,5.1791678435756436e-92,1.9269212685475497e-124
530,4.3799e-37,3.4851000000000005e-25,7.715e-13,1.296e-5,0.082007,0.91086,0.0093679,8.9385e-8,9.812e-18,3.1274e-32,1.3920999999999998e-53,1.1504e-78,8.0922e-92,3.0107999999999996e-124
531,2.805853175514375e-37,2.2364917762379695e-25,5.027879606691223e-13,8.907538456005452e-6,0.06536514415600178,0.9372894183463668,0.012658896437099637,1.7506419192802302e-7,5.563164069748196e-17,6.5006682532489736e-31,1.484484104813672e-51,1.1674977297276007e-75,9.56811090448231e-89,2.2742712311589562e-120
532,1.581080114664323e-37,1.2641834439554513e-25,2.9210909529206574e-13,5.647168432804007e-6,0.05060435815908562,0.9615409956396627,0.017514960250949126,3.659696653886195e-7,1.851511114767196e-16,2.4808840980109746e-30,5.88477588017284e-51,4.665594219200089e-75,3.8241540602522857e-88,9.095934973229415e-120
533,7.056953660570831e-38,5.684494535539486e-26,1.3983374958044804e-13,3.2023611815998354e-6,0.03808650008416857,0.9814918637597752,0.023783035846248798,6.597770428852044e-7,3.980495619072163e-16,5.5227775580346026e-30,1.321439400312517e-50,1.0495402003808776e-74,8.602815172832224e-88,2.0465283531720392e-119
534,1.7981347829989524e-38,1.4956425543496388e-26,4.6332269245886964e-14,1.5965879535971107e-6,0.028173428006167685,0.9950191545865917,0.03131006762769898,1.0541619469211926e-6,6.940061415584752e-16,9.774798945372153e-30,2.347293615071834e-50,1.8656883218944978e-74,1.5292771471608105e-87,3.6382308132140916e-119
535,3.549e-40,7.8023e-28,1.1975e-14,8.5332e-7,0.021227,1,0.039943,1.5468e-6,1.0727e-15,1.5236e-29,3.666e-50,2.915e-74,2.3894e-87,5.684699999999999e-119
536,2.2730071728431027e-40,5.003338274193085e-28,7.769292085556562e-15,5.767060240683079e-7,0.01621416150617217,0.9905772259260258,0.05123140314177216,2.756484802384097e-6,4.865660304206292e-15,2.451184776846999e-28,3.0150205578582115e-48,2.2039150828947092e-71,2.181423565670043e-84,3.2942186850448654e-115
537,1.2802564011340803e-40,2.824454093522356e-28,4.478498413882474e-15,3.560499513964167e-7,0.011914756452850991,0.9656420777780774,0.06645585246216461,5.277994605030666e-6,1.5381446255387084e-14,9.223274232921814e-28,1.1920093844863669e-47,8.804519578051031e-71,8.716569498171206e-84,1.3174703514063677e-114
538,5.70817143003506e-41,1.2660970757550844e-28,2.1069686994301062e-15,1.925558666903714e-7,0.008409990646443724,0.930194316667116,0.08505980021167098,9.072982006485186e-6,3.258528205446474e-14,2.046401530057313e-27,2.675082085294002e-47,1.980463253176e-70,1.960775940783735e-83,2.9642006388560052e-114
539,1.447588565819549e-41,3.2871683865853994e-29,6.590526566518257e-16,8.742785465621742e-8,0.005781069893357645,0.8892337037041032,0.10648669864078489,1.4103099605293137e-5,5.644239190236159e-14,3.6168794912149615e-27,4.750614257401092e-47,3.520415799031265e-70,3.4854925505002325e-83,5.269611074003763e-114
540,2.151e-43,1.2763e-30,1.391e-16,4.187e-8,0.0041092,0.84776,0.13018,2.033e-5,8.6918e-14,5.6333e-27,7.4185e-47,5.500299999999999e-70,5.4458e-83,8.2337e-114
541,1.377386839789513e-43,8.180118038127197e-31,8.994213367112419e-17,2.792897495710577e-8,0.0030267974896790494,0.8007359979443163,0.15866440823291877,3.339960391848676e-5,3.211045861449399e-13,7.053675405823985e-26,4.710757942865388e-45,3.0984408707907076e-67,3.8391534296055755e-80,3.660349907230721e-110
542,7.755462661269208e-44,4.613364534922861e-31,5.153604753874821e-17,1.6879066149598346e-8,0.0021209523026663305,0.7430531882781423,0.19382924040944005,5.866780056485452e-5,9.542611200874396e-13,2.6065524455830717e-25,1.855976810186526e-44,1.2372742184176044e-66,1.5335817136085043e-79,1.4638254835577866e-109
543,3.455097835695725e-44,2.063277512654931e-31,2.3919834570810124e-17,8.765779863538039e-9,0.0014048803708140872,0.6796043796398101,0.23416486846950194,9.566119525197891e-5,1.983602560957469e-12,5.758186780292546e-25,4.1619073289432444e-44,2.7828223182166027e-66,3.449528244776172e-79,3.2934514158309644e-109
544,8.730889667481577e-45,5.303949935913348e-32,7.131587735248049e-18,3.634622384985141e-9,8.917976259745623e-4,0.615282380667652,0.27816166435304257,1.4390639329273552e-4,3.4063438678849987e-12,1.0158569610001347e-24,7.388653131799976e-44,4.946470280677068e-66,6.131739489295894e-79,5.854910387869428e-109
